gene_name,gene_id,tu_name,tu_id
menB,b2262,menBCE,ECK120009103
menB,b2262,menFDHBCE,ECK120009486
menB,b2262,menDHBCE,ECK120033758
menH,b2263,menFDHBCE,ECK120009486
menH,b2263,menDHBCE,ECK120033758
menD,b2264,menFDHBCE,ECK120009486
menD,b2264,menDHBCE,ECK120033758
menF,b2265,menFDHBCE,ECK120009486
elaB,b2266,elaB,ECK120027260
elaA,b2267,elaA,ECK120027261
rbn,b2268,rbn,ECK120027262
elaD,b2269,elaD,ECK120027263
yfbK,b2270,yfbK,ECK120021155
yfbL,b2271,yfbL,ECK120027264
yfbM,b2272,yfbM,ECK120027265
yfbN,b2273,yfbN,ECK120021156
yfbO,b2274,yfbO,ECK120027266
yfbP,b2275,yfbP,ECK120027267
nuoN,b2276,nuoABCEFGHIJKLMN,ECK120009498
nuoN,b2276,nuoABCEFGHIJKLMN,ECK120009632
nuoN,b2276,nuoMN,ECK120033589
nuoM,b2277,nuoABCEFGHIJKLMN,ECK120009498
nuoM,b2277,nuoABCEFGHIJKLMN,ECK120009632
nuoM,b2277,nuoMN,ECK120033589
nuoL,b2278,nuoABCEFGHIJKLMN,ECK120009498
nuoL,b2278,nuoABCEFGHIJKLMN,ECK120009632
nuoK,b2279,nuoABCEFGHIJKLMN,ECK120009498
nuoK,b2279,nuoABCEFGHIJKLMN,ECK120009632
nuoJ,b2280,nuoABCEFGHIJKLMN,ECK120009498
nuoJ,b2280,nuoABCEFGHIJKLMN,ECK120009632
nuoI,b2281,nuoABCEFGHIJKLMN,ECK120009498
nuoI,b2281,nuoABCEFGHIJKLMN,ECK120009632
nuoH,b2282,nuoABCEFGHIJKLMN,ECK120009498
nuoH,b2282,nuoABCEFGHIJKLMN,ECK120009632
nuoG,b2283,nuoABCEFGHIJKLMN,ECK120009498
nuoG,b2283,nuoABCEFGHIJKLMN,ECK120009632
nuoF,b2284,nuoABCEFGHIJKLMN,ECK120009498
nuoF,b2284,nuoABCEFGHIJKLMN,ECK120009632
nuoE,b2285,nuoABCEFGHIJKLMN,ECK120009498
nuoE,b2285,nuoABCEFGHIJKLMN,ECK120009632
nuoC,b2286,nuoABCEFGHIJKLMN,ECK120009498
nuoC,b2286,nuoABCEFGHIJKLMN,ECK120009632
nuoB,b2287,nuoABCEFGHIJKLMN,ECK120009498
nuoB,b2287,nuoABCEFGHIJKLMN,ECK120009632
nuoA,b2288,nuoABCEFGHIJKLMN,ECK120009498
nuoA,b2288,nuoABCEFGHIJKLMN,ECK120009632
lrhA,b2289,lrhA,ECK120009613
alaA,b2290,alaA,ECK120027268
alaA,b2290,alaA-yfbR,ECK125134721
yfbR,b2291,yfbR,ECK120027269
yfbR,b2291,alaA-yfbR,ECK125134721
yfbS,b2292,yfbS,ECK120027270
yfbT,b2293,yfbU-hxpA,ECK120027271
yfbU,b2294,yfbU-hxpA,ECK120027271
yfbV,b2295,yfbV,ECK120027272
ackA,b2296,ackA,ECK120009572
ackA,b2296,ackA-pta,ECK120015370
pta,b2297,ackA-pta,ECK120015370
pta,b2297,pta,ECK120015371
yfcC,b2298,yfcC,ECK120027273
yfcD,b2299,yfcD,ECK120027274
yfcE,b2300,yfcE,ECK120027275
yfcF,b2301,yfcF,ECK120027276
yfcG,b2302,yfcG,ECK120027277
folX,b2303,folX-yfcH,ECK120027278
yfcH,b2304,folX-yfcH,ECK120027278
yfcI,b2305,rpnB,ECK120027279
hisP,b2306,argT-hisJQMP,ECK120008996
hisP,b2306,hisJQMP,ECK120030805
hisM,b2307,argT-hisJQMP,ECK120008996
hisM,b2307,hisJQMP,ECK120030805
hisQ,b2308,argT-hisJQMP,ECK120008996
hisQ,b2308,hisJQMP,ECK120030805
hisJ,b2309,argT-hisJQMP,ECK120008996
hisJ,b2309,hisJQMP,ECK120030805
argT,b2310,argT-hisJQMP,ECK120008996
ubiX,b2311,cvpA-purF-ubiX,ECK120009628
ubiX,b2311,cvpA-purF-ubiX,ECK120009657
ubiX,b2311,ubiX,ECK120033581
purF,b2312,cvpA-purF-ubiX,ECK120009628
purF,b2312,cvpA-purF-ubiX,ECK120009657
cvpA,b2313,cvpA-purF-ubiX,ECK120009628
cvpA,b2313,cvpA-purF-ubiX,ECK120009657
dedD,b2314,folC-dedD,ECK120027280
folC,b2315,folC-dedD,ECK120027280
accD,b2316,accD,ECK120009422
dedA,b2317,pdxB-usg-truA-dedA,ECK120009072
dedA,b2317,usg-truA-dedA,ECK120009073
truA,b2318,pdxB-usg-truA-dedA,ECK120009072
truA,b2318,usg-truA-dedA,ECK120009073
usg,b2319,pdxB-usg-truA-dedA,ECK120009072
usg,b2319,usg-truA-dedA,ECK120009073
pdxB,b2320,pdxB-usg-truA-dedA,ECK120009072
flk,b2321,flk,ECK120009074
yfcJ,b2322,yfcJ,ECK120027281
fabB,b2323,fabB,ECK120011070
mnmC,b2324,mnmC,ECK120021237
yfcL,b2325,prmB-aroC-mepA-yfcA-epmC-yfcL,ECK120027282
epmC,b2326,prmB-aroC-mepA-yfcA-epmC-yfcL,ECK120027282
yfcA,b2327,prmB-aroC-mepA-yfcA-epmC-yfcL,ECK120027282
mepA,b2328,prmB-aroC-mepA-yfcA-epmC-yfcL,ECK120027282
aroC,b2329,prmB-aroC-mepA-yfcA-epmC-yfcL,ECK120027282
prmB,b2330,prmB-aroC-mepA-yfcA-epmC-yfcL,ECK120027282
smrB,b2331,smrB,ECK120021157
yfcO,b2332,yfcU_1U_2SRQPO,ECK120027283
yfcP,b2333,yfcU_1U_2SRQPO,ECK120027283
yfcQ,b2334,yfcU_1U_2SRQPO,ECK120027283
yfcR,b2335,yfcU_1U_2SRQPO,ECK120027283
yfcS,b2336,yfcU_1U_2SRQPO,ECK120027283
yfcV,b2339,yfcV,ECK120027284
sixA,b2340,sixA,ECK120010932
fadJ,b2341,fadIJ,ECK120009079
fadI,b2342,fadIJ,ECK120009079
yfcZ,b2343,yfcZ,ECK120027286
fadL,b2344,fadL,ECK120009273
yfdF,b2345,yfdF,ECK120027287
mlaA,b2346,mlaA,ECK120020481
yfdC,b2347,yfdC,ECK120027288
argW,b2348,argW,ECK120009682
intS,b2349,intS,ECK120027289
gtrA,b2350,yfdGHI,ECK120027290
gtrB,b2351,yfdGHI,ECK120027290
gtrS,b2352,yfdGHI,ECK120027290
tfaS,b2353,tfaS,ECK120027291
yfdK,b2354,yfdONMLK,ECK120027292
yfdL,b2355,yfdONMLK,ECK120027292
yfdM,b2356,yfdONMLK,ECK120027292
yfdN,b2357,yfdONMLK,ECK120027292
oweS,b2358,yfdONMLK,ECK120027292
yfdP,b2359,yfdPQ,ECK120027293
yfdQ,b2360,yfdPQ,ECK120027293
yfdR,b2361,yfdRST,ECK120027294
yfdS,b2362,yfdRST,ECK120027294
yfdT,b2363,yfdRST,ECK120027294
ypdJ,b4545,ypdJ,ECK120027295
torI,b4501,torI,ECK120027296
dsdC,b2364,dsdC,ECK120009340
dsdX,b2365,dsdXA,ECK120009339
dsdA,b2366,dsdXA,ECK120009339
dsdA,b2366,dsdA,ECK120009563
emrY,b2367,emrKY,ECK120010912
emrK,b2368,emrKY,ECK120010912
evgA,b2369,evgAS,ECK120015325
evgA,b2369,evgAS,ECK120015326
evgS,b2370,evgAS,ECK120015325
evgS,b2370,evgAS,ECK120015326
yfdE,b2371,yfdX-frc-oxc-yfdVE,ECK120015484
yfdE,b2371,yfdE,ECK120027297
yfdV,b2372,yfdX-frc-oxc-yfdVE,ECK120015484
yfdV,b2372,yfdV,ECK120027298
oxc,b2373,yfdX-frc-oxc-yfdVE,ECK120015484
oxc,b2373,oxc,ECK120027299
frc,b2374,frc,ECK120015482
frc,b2374,yfdX-frc-oxc-yfdVE,ECK120015484
yfdX,b2375,yfdX-frc-oxc-yfdVE,ECK120015484
ypdI,b2376,ypdI,ECK120021079
yfdY,b2377,yfdY,ECK120021158
lpxP,b2378,lpxP,ECK120010924
alaC,b2379,alaC,ECK120027301
ypdA,b2380,ypdABC,ECK120027302
ypdB,b2381,ypdABC,ECK120027302
ypdC,b2382,ypdABC,ECK120027302
fryA,b2383,fryBC-ypdFE-fryA,ECK120027303
ypdE,b2384,fryBC-ypdFE-fryA,ECK120027303
ypdF,b2385,fryBC-ypdFE-fryA,ECK120027303
fryC,b2386,fryBC-ypdFE-fryA,ECK120027303
fryB,b2387,fryBC-ypdFE-fryA,ECK120027303
glk,b2388,glk,ECK120015320
glk,b2388,glk,ECK120034149
yfeO,b2389,yfeO,ECK120027304
ypeC,b2390,ypeC,ECK120027305
mntH,b2392,mntH,ECK120015315
nupC,b2393,nupC,ECK120009338
yfeA,b2395,pdeA,ECK120027307
alaX,b2396,alaWX,ECK120009696
alaW,b2397,alaWX,ECK120009696
yfeC,b2398,yfeCD,ECK125158013
yfeD,b2399,yfeCD,ECK125158013
gltX,b2400,gltX,ECK120009123
gltX,b2400,gltX,ECK120009136
gltX,b2400,gltX,ECK120009137
valU,b2401,valUXY-lysV,ECK120009677
valX,b2402,valUXY-lysV,ECK120009677
valY,b2403,valUXY-lysV,ECK120009677
lysV,b2404,valUXY-lysV,ECK120009677
xapR,b2405,xapR,ECK120009823
xapR,b2405,xapR,ECK120009824
xapB,b2406,xapAB,ECK120009735
xapA,b2407,xapAB,ECK120009735
yfeN,b2408,yfeN,ECK120021160
yfeR,b2409,yfeR,ECK120021161
yfeH,b2410,yfeH,ECK120021159
ypeB,b4546,ligA-ypeB,ECK120027309
ligA,b2411,ligA-ypeB,ECK120027309
zipA,b2412,zipA,ECK120027310
cysZ,b2413,cysZ,ECK120029322
cysK,b2414,cysK,ECK120009272
cysK,b2414,cysK,ECK120034151
ptsH,b2415,ptsHI-crr,ECK120009661
ptsH,b2415,ptsHI-crr,ECK120009662
ptsH,b2415,ptsHI-crr,ECK120009663
ptsH,b2415,ptsHI-crr,ECK120009664
ptsH,b2415,ptsHI-crr,ECK120009665
ptsI,b2416,ptsHI-crr,ECK120009661
ptsI,b2416,ptsHI-crr,ECK120009662
ptsI,b2416,ptsHI-crr,ECK120009663
ptsI,b2416,ptsHI-crr,ECK120009664
ptsI,b2416,ptsHI-crr,ECK120009665
crr,b2417,crr,ECK120009048
crr,b2417,crr,ECK120009050
crr,b2417,ptsHI-crr,ECK120009661
crr,b2417,ptsHI-crr,ECK120009662
crr,b2417,ptsHI-crr,ECK120009663
crr,b2417,ptsHI-crr,ECK120009664
crr,b2417,ptsHI-crr,ECK120009665
pdxK,b2418,pdxK,ECK120020433
yfeK,b2419,yfeKS,ECK120016549
yfeS,b2420,yfeKS,ECK120016549
cysM,b2421,cysPUWAM,ECK120009336
cysA,b2422,cysPUWAM,ECK120009336
cysW,b2423,cysPUWAM,ECK120009336
cysU,b2424,cysPUWAM,ECK120009336
cysP,b2425,cysPUWAM,ECK120009336
ucpA,b2426,ucpA,ECK120027311
ucpA,b2426,ucpA,ECK120034152
murR,b2427,murR,ECK120027312
murQ,b2428,murQP-yfeW,ECK120027313
murQ,b2428,murQP,ECK120035094
murQ,b2428,murQP,ECK120035095
murP,b2429,murQP-yfeW,ECK120027313
murP,b2429,murQP,ECK120035094
murP,b2429,murQP,ECK120035095
yfeW,b2430,murQP-yfeW,ECK120027313
yfeX,b2431,yfeYX,ECK120010933
yfeY,b2432,yfeYX,ECK120010933
yfeZ,b2433,ypeA-yfeZ,ECK120027314
ypeA,b2434,ypeA-yfeZ,ECK120027314
amiA,b2435,amiA-hemF,ECK120008986
hemF,b2436,amiA-hemF,ECK120008986
hemF,b2436,hemF,ECK120008987
eutR,b2437,eutBCLKR,ECK120027315
eutK,b2438,eutBCLKR,ECK120027315
eutL,b2439,eutBCLKR,ECK120027315
eutC,b2440,eutBCLKR,ECK120027315
eutB,b2441,eutBCLKR,ECK120027315
intZ,b2442,intZ,ECK120027316
yffL,b2443,yffL,ECK120027317
yffM,b2444,yffMN,ECK120027318
yffN,b2445,yffMN,ECK120027318
yffO,b2446,yffOP,ECK125136336
yffP,b2447,yffOP,ECK125136336
yffQ,b2448,yffQR,ECK120027320
yffR,b2449,yffQR,ECK120027320
yffS,b2450,yffS,ECK120027321
eutA,b2451,eutHA,ECK120027322
eutH,b2452,eutHA,ECK120027322
eutG,b2453,eutNEJG,ECK120027323
eutJ,b2454,eutNEJG,ECK120027323
eutE,b2455,eutNEJG,ECK120027323
eutN,b2456,eutNEJG,ECK120027323
eutM,b2457,eutSPQTDM,ECK120027324
eutD,b2458,eutSPQTDM,ECK120027324
eutT,b2459,eutSPQTDM,ECK120027324
eutQ,b2460,eutSPQTDM,ECK120027324
eutP,b2461,eutSPQTDM,ECK120027324
eutS,b2462,eutSPQTDM,ECK120027324
maeB,b2463,maeB,ECK120027325
talA,b2464,talA-tktB,ECK120010983
talA,b2464,talA-tktB,ECK120015505
talA,b2464,talA,ECK120034153
tktB,b2465,talA-tktB,ECK120010983
tktB,b2465,tktB,ECK120015317
tktB,b2465,talA-tktB,ECK120015505
ypfG,b2466,ypfG,ECK120027326
nudK,b2467,nudK,ECK120027327
aegA,b2468,aegA,ECK120027328
narQ,b2469,narQ,ECK120029323
acrD,b2470,acrD,ECK120015501
acrD,b2470,acrD,ECK125095460
ypfM,b4606,ypfM,ECK120027907
yffB,b2471,yffB-dapE-ypfN,ECK120027329
dapE,b2472,yffB-dapE-ypfN,ECK120027329
dapE,b2472,dapE-ypfN,ECK120030637
ypfN,b4547,yffB-dapE-ypfN,ECK120027329
ypfN,b4547,dapE-ypfN,ECK120030637
ypfH,b2473,ypfH,ECK120027330
tmcA,b2474,ypfJ-tmcA,ECK120027331
ypfJ,b2475,ypfJ-tmcA,ECK120027331
purC,b2476,purC,ECK120009248
bamC,b2477,bamC,ECK120009014
bamC,b2477,dapA-bamC,ECK120009446
dapA,b2478,dapA-bamC,ECK120009446
gcvR,b2479,gcvR,ECK120011139
gcvR,b2479,gcvR,ECK125165379
bcp,b2480,bcp,ECK120011138
hyfA,b2481,hyfABCDEFGHIJR-focB,ECK120009812
hyfB,b2482,hyfABCDEFGHIJR-focB,ECK120009812
hyfC,b2483,hyfABCDEFGHIJR-focB,ECK120009812
hyfD,b2484,hyfABCDEFGHIJR-focB,ECK120009812
hyfE,b2485,hyfABCDEFGHIJR-focB,ECK120009812
hyfF,b2486,hyfABCDEFGHIJR-focB,ECK120009812
hyfG,b2487,hyfABCDEFGHIJR-focB,ECK120009812
hyfH,b2488,hyfABCDEFGHIJR-focB,ECK120009812
hyfI,b2489,hyfABCDEFGHIJR-focB,ECK120009812
hyfJ,b2490,hyfABCDEFGHIJR-focB,ECK120009812
hyfR,b2491,hyfABCDEFGHIJR-focB,ECK120009812
focB,b2492,hyfABCDEFGHIJR-focB,ECK120009812
yfgO,b2493,yfgO,ECK120021163
bepA,b2494,bepA-yfgD,ECK120016550
bepA,b2494,bepA-yfgD,ECK120034154
yfgD,b2495,bepA-yfgD,ECK120016550
yfgD,b2495,bepA-yfgD,ECK120034154
hda,b2496,hda,ECK120027333
uraA,b2497,upp-uraA,ECK120009624
upp,b2498,upp-uraA,ECK120009624
purM,b2499,purMN,ECK120009251
purN,b2500,purMN,ECK120009251
ppk,b2501,ppk-ppx,ECK120009511
ppk,b2501,ppk-ppx,ECK125136338
ppx,b2502,ppk-ppx,ECK120009511
ppx,b2502,ppk-ppx,ECK125136338
yfgF,b2503,pdeF,ECK120021162
yfgG,b2504,yfgG,ECK120027334
yfgH,b2505,yfgHI,ECK120027335
yfgI,b2506,yfgHI,ECK120027335
guaA,b2507,guaBA,ECK120009396
guaB,b2508,guaBA,ECK120009396
xseA,b2509,xseA,ECK120011151
yfgJ,b2510,yfgJ,ECK120027336
der,b2511,bamB-der,ECK120016551
bamB,b2512,bamB-der,ECK120016551
yfgM,b2513,yfgM,ECK120034155
yfgM,b2513,yfgM,ECK120034156
yfgM,b2513,yfgM,ECK120034157
hisS,b2514,hisS,ECK120011071
ispG,b2515,ispG-sroE,ECK120030162
rodZ,b2516,rodZ,ECK120030173
rlmN,b2517,rlmN,ECK120027337
ndk,b2518,ndk,ECK120029324
pbpC,b2519,yfhM-pbpC,ECK120027338
yfhM,b2520,yfhM-pbpC,ECK120027338
ryfA,b4440,ryfA,ECK120027340
sseB,b2522,sseB,ECK120027341
pepB,b2523,pepB,ECK120027342
iscX,b2524,hscBA-fdx-iscX,ECK120009608
fdx,b2525,hscBA-fdx-iscX,ECK120009608
hscA,b2526,hscBA-fdx-iscX,ECK120009608
hscB,b2527,hscBA-fdx-iscX,ECK120009608
iscA,b2528,iscRSUA,ECK120008960
iscU,b2529,iscRSUA,ECK120008960
iscS,b2530,iscRSUA,ECK120008960
iscR,b2531,iscRSUA,ECK120008960
trmJ,b2532,trmJ,ECK120027343
suhB,b2533,suhB,ECK120027344
yfhR,b2534,yfhR,ECK120027345
csiE,b2535,csiE,ECK120009011
hcaT,b2536,hcaT,ECK120027346
hcaR,b2537,hcaR,ECK120015176
hcaE,b2538,hcaEFCBD,ECK120015153
hcaF,b2539,hcaEFCBD,ECK120015153
hcaC,b2540,hcaEFCBD,ECK120015153
hcaB,b2541,hcaEFCBD,ECK120015153
hcaD,b2542,hcaEFCBD,ECK120015153
yphA,b2543,yphA,ECK120027347
yphB,b2544,yphCB,ECK120027348
yphC,b2545,yphCB,ECK120027348
yphD,b2546,yphFED,ECK120027349
yphE,b2547,yphFED,ECK120027349
yphF,b2548,yphFED,ECK120027349
yphG,b2549,yphG,ECK120027350
yphH,b2550,yphH,ECK120021080
glyA,b2551,glyA,ECK120009383
hmp,b2552,hmp,ECK120011072
glnB,b2553,glnB,ECK120009282
glnB,b2553,glnB,ECK120009655
glnB,b2553,glnB,ECK120009656
glnB,b2553,glrR-glnB,ECK125109848
glrR,b2554,glrR,ECK120030149
glrR,b2554,glrR-glnB,ECK125109848
glrK,b2556,glrK,ECK120010961
glmY,b4441,glmY,ECK120027351
glmY,b4441,glmY,ECK125095423
purL,b2557,purL,ECK120009250
mltF,b2558,mltF,ECK120016181
tadA,b2559,pgpC-tadA,ECK120027352
pgpC,b2560,pgpC-tadA,ECK120027352
yfhH,b2561,yfhH,ECK120027353
yfhL,b2562,yfhL,ECK120027354
shoB,b4687,shoB,ECK120032965
ohsC,b4608,ohsC,ECK120032964
acpS,b2563,rnc-era-recO-pdxJ-acpS,ECK120009771
acpS,b2563,pdxJ-acpS,ECK120009772
pdxJ,b2564,rnc-era-recO-pdxJ-acpS,ECK120009771
pdxJ,b2564,pdxJ-acpS,ECK120009772
recO,b2565,rnc-era-recO-pdxJ-acpS,ECK120009771
era,b2566,rnc-era,ECK120009520
era,b2566,rnc-era-recO-pdxJ-acpS,ECK120009771
rnc,b2567,rnc-era,ECK120009520
rnc,b2567,rnc-era-recO-pdxJ-acpS,ECK120009771
lepB,b2568,lepAB,ECK120009177
lepA,b2569,lepAB,ECK120009177
rseC,b2570,rpoE-rseABC,ECK120009530
rseC,b2570,rseABC,ECK120009706
rseC,b2570,rseD-rpoE-rseABC,ECK120009733
rseC,b2570,rseD-rpoE-rseABC,ECK125240997
rseC,b2570,rseD-rpoE-rseABC,ECK125241000
rseC,b2570,rseD-rpoE-rseABC,ECK125241003
rseC,b2570,rpoE-rseABC,ECK125241006
rseB,b2571,rpoE-rseABC,ECK120009530
rseB,b2571,rseABC,ECK120009706
rseB,b2571,rseD-rpoE-rseABC,ECK120009733
rseB,b2571,rseD-rpoE-rseABC,ECK125240997
rseB,b2571,rseD-rpoE-rseABC,ECK125241000
rseB,b2571,rseD-rpoE-rseABC,ECK125241003
rseB,b2571,rpoE-rseABC,ECK125241006
rseA,b2572,rpoE-rseABC,ECK120009530
rseA,b2572,rseABC,ECK120009706
rseA,b2572,rseD-rpoE-rseABC,ECK120009733
rseA,b2572,rseD-rpoE-rseABC,ECK125240997
rseA,b2572,rseD-rpoE-rseABC,ECK125241000
rseA,b2572,rseD-rpoE-rseABC,ECK125241003
rseA,b2572,rpoE-rseABC,ECK125241006
rpoE,b2573,rpoE-rseABC,ECK120009530
rpoE,b2573,rseD-rpoE-rseABC,ECK120009733
rpoE,b2573,rseD-rpoE-rseABC,ECK125240997
rpoE,b2573,rseD-rpoE-rseABC,ECK125241000
rpoE,b2573,rseD-rpoE-rseABC,ECK125241003
rpoE,b2573,rpoE-rseABC,ECK125241006
nadB,b2574,nadB,ECK120009385
trmN,b2575,yfiC,ECK120021164
srmB,b2576,srmB,ECK120020466
yfiE,b2577,yfiE,ECK120021165
eamB,b2578,eamB,ECK120021167
grcA,b2579,grcA,ECK120008925
grcA,b2579,grcA,ECK125165934
ung,b2580,ung,ECK120009135
yfiF,b2581,yfiF,ECK120021166
trxC,b2582,trxC,ECK120010913
yfiP,b2583,yfiP-patZ,ECK120027356
pka,b2584,yfiP-patZ,ECK120027356
pka,b2584,patZ,ECK125140834
pssA,b2585,pssA,ECK120027357
yfiM,b2586,yfiM,ECK120027358
kgtP,b2587,kgtP,ECK120027359
rrfG,b2588,rrsG-gltW-rrlG-rrfG,ECK120008932
rrfG,b2588,rrsG-gltW-rrlG-rrfG,ECK120008933
rrfG,b2588,rrfG,ECK120033748
rrlG,b2589,rrsG-gltW-rrlG-rrfG,ECK120008932
rrlG,b2589,rrsG-gltW-rrlG-rrfG,ECK120008933
gltW,b2590,rrsG-gltW-rrlG-rrfG,ECK120008932
gltW,b2590,rrsG-gltW-rrlG-rrfG,ECK120008933
rrsG,b2591,rrsG-gltW-rrlG-rrfG,ECK120008932
rrsG,b2591,rrsG-gltW-rrlG-rrfG,ECK120008933
clpB,b2592,clpB,ECK120009606
ryfD,b4609,ryfD,ECK120032966
rluD,b2594,rluD-pgeF,ECK120027360
bamD,b2595,bamD,ECK120010950
bamD,b2595,bamD,ECK120016555
raiA,b2597,raiA,ECK120027362
pheL,b2598,pheLA,ECK120009159
pheA,b2599,pheLA,ECK120009159
tyrA,b2600,aroF-tyrA,ECK120009201
aroF,b2601,aroF-tyrA,ECK120009201
yfiL,b2602,yfiL,ECK120027363
yfiR,b2603,yfiR-dgcN-yfiB,ECK120027364
yfiR,b2603,yfiR-dgcN,ECK125095182
yfiN,b2604,yfiR-dgcN-yfiB,ECK120027364
yfiN,b2604,yfiR-dgcN,ECK125095182
yfiB,b2605,yfiR-dgcN-yfiB,ECK120027364
rplS,b2606,rpsP-rimM-trmD-rplS,ECK120009539
trmD,b2607,rpsP-rimM-trmD-rplS,ECK120009539
rimM,b2608,rpsP-rimM-trmD-rplS,ECK120009539
rpsP,b2609,rpsP-rimM-trmD-rplS,ECK120009539
ffh,b2610,ffh,ECK120027365
ypjD,b2611,ypjD,ECK120027366
yfjD,b4461,yfjD,ECK120027367
grpE,b2614,grpE,ECK120009597
nadK,b2615,nadK,ECK120027368
recN,b2616,recN,ECK120015766
bamE,b2617,bamE,ECK120010926
ratB,b2618,ratA-yfjF,ECK120027370
ratA,b2619,ratA-yfjF,ECK120027370
smpB,b2620,smpB,ECK120027371
ssrA,b2621,ssrA,ECK125158012
intA,b2622,intA,ECK120027373
yfjH,b2623,yfjH,ECK120021168
alpA,b2624,alpA,ECK120029326
yfjI,b2625,yfjI,ECK120027374
yfjJ,b2626,yfjJ,ECK120027375
yfjM,b2629,yfjM,ECK120027377
rnlA,b2630,rnlAB,ECK120030154
rnlA,b2630,rnlA,ECK120033567
rnlB,b2631,rnlB,ECK120016728
rnlB,b2631,rnlAB,ECK120030154
rnlB,b2631,rnlB,ECK125109147
yfjP,b2632,yfjPQ,ECK120027378
yfjQ,b2633,yfjPQ,ECK120027378
yfjR,b2634,yfjR-ypjK-yfjST,ECK120027379
ypjK,b2635,yfjR-ypjK-yfjST,ECK120027379
yfjS,b2636,yfjR-ypjK-yfjST,ECK120027379
yfjT,b2637,yfjR-ypjK-yfjST,ECK120027379
yfjU,b2638,ypjM_3-yfjU,ECK120027380
yfjW,b2642,yfjW,ECK120027382
yfjX,b2643,yfjXY-ypjJ-yfjZ-ypjF,ECK120027383
yfjY,b2644,yfjXY-ypjJ-yfjZ-ypjF,ECK120027383
ypjJ,b4548,yfjXY-ypjJ-yfjZ-ypjF,ECK120027383
yfjZ,b2645,yfjXY-ypjJ-yfjZ-ypjF,ECK120027383
ypjF,b2646,yfjXY-ypjJ-yfjZ-ypjF,ECK120027383
ypjA,b2647,ypjA,ECK120027384
pinH,b2648,pinH,ECK120027385
ypjC,b2650,ypjC,ECK120027387
ileY,b2652,ileY,ECK120027388
ygaQ,b4462,ygaQ,ECK120027389
csiD,b2659,csiD-lhgO-gabDTP,ECK120009012
lhgO,b2660,csiD-lhgO-gabDTP,ECK120009012
gabD,b2661,gabDTP,ECK120008961
gabD,b2661,csiD-lhgO-gabDTP,ECK120009012
gabD,b2661,gabDTP,ECK120009053
gabT,b2662,gabDTP,ECK120008961
gabT,b2662,csiD-lhgO-gabDTP,ECK120009012
gabT,b2662,gabDTP,ECK120009053
gabP,b2663,gabDTP,ECK120008961
gabP,b2663,csiD-lhgO-gabDTP,ECK120009012
gabP,b2663,gabDTP,ECK120009053
csiR,b2664,csiR,ECK120030124
ygaU,b2665,kbp,ECK120027392
ygaU,b2665,yqaE-kbp,ECK125230240
yqaE,b2666,yqaE,ECK120027393
yqaE,b2666,yqaE-kbp,ECK125230240
ygaV,b2667,ygaVP,ECK120027394
ygaP,b2668,ygaVP,ECK120027394
stpA,b2669,stpA,ECK120009579
stpA,b2669,stpA,ECK120009580
stpA,b2669,stpA,ECK120009581
alaE,b2670,alaE,ECK120021169
ygaC,b2671,ygaC,ECK120010923
ygaM,b2672,ygaM,ECK120027395
nrdH,b2673,nrdHIEF,ECK120008916
nrdI,b2674,nrdHIEF,ECK120008916
nrdE,b2675,nrdHIEF,ECK120008916
nrdF,b2676,nrdHIEF,ECK120008916
proV,b2677,proVWX,ECK120009814
proV,b2677,proVWX,ECK120009815
proV,b2677,proVWX,ECK120009816
proW,b2678,proVWX,ECK120009814
proW,b2678,proVWX,ECK120009815
proW,b2678,proVWX,ECK120009816
proX,b2679,proVWX,ECK120009814
proX,b2679,proVWX,ECK120009815
proX,b2679,proVWX,ECK120009816
ygaZ,b2682,ygaZH,ECK120027397
ygaH,b2683,ygaZH,ECK120027397
mprA,b2684,mprA-emrAB,ECK120009642
emrA,b2685,mprA-emrAB,ECK120009642
emrB,b2686,mprA-emrAB,ECK120009642
luxS,b2687,luxS,ECK120021263
luxS,b2687,luxS,ECK125134702
micA,b4442,micA,ECK120020461
gshA,b2688,gshA,ECK120027398
yqaA,b2689,yqaBA,ECK120027399
yqaB,b2690,yqaBA,ECK120027399
argQ,b2691,serV-argVYZQ,ECK120009697
argQ,b2691,argQ,ECK120033750
argZ,b2692,serV-argVYZQ,ECK120009697
argY,b2693,serV-argVYZQ,ECK120009697
argV,b2694,serV-argVYZQ,ECK120009697
serV,b2695,serV-argVYZQ,ECK120009697
csrA,b2696,csrA,ECK120027400
csrA,b2696,csrA,ECK125136341
csrA,b2696,csrA,ECK125136342
csrA,b2696,csrA,ECK125136343
csrA,b2696,csrA,ECK125138146
alaS,b2697,alaS,ECK120011073
recX,b2698,recAX,ECK120009035
recA,b2699,recAX,ECK120009035
recA,b2699,recA,ECK120009255
pncC,b2700,pncC,ECK120027402
mltB,b2701,mltB,ECK120027403
srlA,b2702,srlAEBD-gutM-srlR-gutQ,ECK120009325
srlE,b2703,srlAEBD-gutM-srlR-gutQ,ECK120009325
srlB,b2704,srlAEBD-gutM-srlR-gutQ,ECK120009325
srlD,b2705,srlAEBD-gutM-srlR-gutQ,ECK120009325
srlM,b2706,srlAEBD-gutM-srlR-gutQ,ECK120009325
srlR,b2707,srlAEBD-gutM-srlR-gutQ,ECK120009325
srlR,b2707,srlR,ECK120011117
srlQ,b2708,srlAEBD-gutM-srlR-gutQ,ECK120009325
norR,b2709,norR,ECK120021230
