,gene_name,gene_id,tu_name,tu_id,operon_name,operon_id
3383,hscB,b2527,hscBA-fdx-iscX,ECK120009608,hscBA-fdx-iscX,ECK120030530
3384,iscA,b2528,iscRSUA,ECK120008960,iscRSUA,ECK120014418
3385,iscU,b2529,iscRSUA,ECK120008960,iscRSUA,ECK120014418
3386,iscS,b2530,iscRSUA,ECK120008960,iscRSUA,ECK120014418
3387,iscR,b2531,iscRSUA,ECK120008960,iscRSUA,ECK120014418
3388,trmJ,b2532,trmJ,ECK120027343,trmJ,ECK120028538
3389,suhB,b2533,suhB,ECK120027344,suhB,ECK120028539
3390,yfhR,b2534,yfhR,ECK120027345,yfhR,ECK120028540
3391,csiE,b2535,csiE,ECK120009011,csiE,ECK120015060
3392,hcaT,b2536,hcaT,ECK120027346,hcaT,ECK120028541
3393,hcaR,b2537,hcaR,ECK120015176,hcaR,ECK120015911
3394,hcaE,b2538,hcaEFCBD,ECK120015153,hcaEFCBD,ECK120015912
3395,hcaF,b2539,hcaEFCBD,ECK120015153,hcaEFCBD,ECK120015912
3396,hcaC,b2540,hcaEFCBD,ECK120015153,hcaEFCBD,ECK120015912
3397,hcaB,b2541,hcaEFCBD,ECK120015153,hcaEFCBD,ECK120015912
3398,hcaD,b2542,hcaEFCBD,ECK120015153,hcaEFCBD,ECK120015912
3399,yphA,b2543,yphA,ECK120027347,yphA,ECK120028542
3400,yphB,b2544,yphCB,ECK120027348,yphCB,ECK120028543
3401,yphC,b2545,yphCB,ECK120027348,yphCB,ECK120028543
3402,yphD,b2546,yphFED,ECK120027349,yphFED,ECK120028544
3403,yphE,b2547,yphFED,ECK120027349,yphFED,ECK120028544
3404,yphF,b2548,yphFED,ECK120027349,yphFED,ECK120028544
3405,yphG,b2549,yphG,ECK120027350,yphG,ECK120028545
3406,yphH,b2550,yphH,ECK120021080,yphH,ECK120023854
3407,glyA,b2551,glyA,ECK120009383,glyA,ECK120014738
3408,hmp,b2552,hmp,ECK120011072,hmp,ECK120014483
3409,glnB,b2553,glnB,ECK120009282,glrR-glnB,ECK125134695
3410,glnB,b2553,glnB,ECK120009655,glrR-glnB,ECK125134695
3411,glnB,b2553,glnB,ECK120009656,glrR-glnB,ECK125134695
3412,glnB,b2553,glrR-glnB,ECK125109848,glrR-glnB,ECK125134695
3413,glrR,b2554,glrR,ECK120030149,glrR-glnB,ECK125134695
3414,glrR,b2554,glrR-glnB,ECK125109848,glrR-glnB,ECK125134695
3415,glrK,b2556,glrK,ECK120010961,glrK,ECK125095409
3416,glmY,b4441,glmY,ECK120027351,glmY,ECK120033230
3417,glmY,b4441,glmY,ECK125095423,glmY,ECK120033230
3418,purL,b2557,purL,ECK120009250,purL,ECK120014870
3419,mltF,b2558,mltF,ECK120016181,mltF,ECK120034522
3420,tadA,b2559,pgpC-tadA,ECK120027352,pgpC-tadA,ECK125134998
3421,pgpC,b2560,pgpC-tadA,ECK120027352,pgpC-tadA,ECK125134998
3422,yfhH,b2561,yfhH,ECK120027353,yfhH,ECK120028547
3423,yfhL,b2562,yfhL,ECK120027354,yfhL,ECK120028548
3424,shoB,b4687,shoB,ECK120032965,shoB,ECK125143519
3425,ohsC,b4608,ohsC,ECK120032964,ohsC,ECK125095165
3426,acpS,b2563,rnc-era-recO-pdxJ-acpS,ECK120009771,rnc-era-recO-pdxJ-acpS,ECK120014596
3427,acpS,b2563,pdxJ-acpS,ECK120009772,rnc-era-recO-pdxJ-acpS,ECK120014596
3428,pdxJ,b2564,rnc-era-recO-pdxJ-acpS,ECK120009771,rnc-era-recO-pdxJ-acpS,ECK120014596
3429,pdxJ,b2564,pdxJ-acpS,ECK120009772,rnc-era-recO-pdxJ-acpS,ECK120014596
3430,recO,b2565,rnc-era-recO-pdxJ-acpS,ECK120009771,rnc-era-recO-pdxJ-acpS,ECK120014596
3431,era,b2566,rnc-era,ECK120009520,rnc-era-recO-pdxJ-acpS,ECK120014596
3432,era,b2566,rnc-era-recO-pdxJ-acpS,ECK120009771,rnc-era-recO-pdxJ-acpS,ECK120014596
3433,rnc,b2567,rnc-era,ECK120009520,rnc-era-recO-pdxJ-acpS,ECK120014596
3434,rnc,b2567,rnc-era-recO-pdxJ-acpS,ECK120009771,rnc-era-recO-pdxJ-acpS,ECK120014596
3435,lepB,b2568,lepAB,ECK120009177,lepAB,ECK120014817
3436,lepA,b2569,lepAB,ECK120009177,lepAB,ECK120014817
3437,rseC,b2570,rpoE-rseABC,ECK120009530,rseD-rpoE-rseABC,ECK125272736
3438,rseC,b2570,rseABC,ECK120009706,rseD-rpoE-rseABC,ECK125272736
3439,rseC,b2570,rseD-rpoE-rseABC,ECK120009733,rseD-rpoE-rseABC,ECK125272736
3440,rseC,b2570,rseD-rpoE-rseABC,ECK125240997,rseD-rpoE-rseABC,ECK125272736
3441,rseC,b2570,rseD-rpoE-rseABC,ECK125241000,rseD-rpoE-rseABC,ECK125272736
3442,rseC,b2570,rseD-rpoE-rseABC,ECK125241003,rseD-rpoE-rseABC,ECK125272736
3443,rseC,b2570,rpoE-rseABC,ECK125241006,rseD-rpoE-rseABC,ECK125272736
3444,rseB,b2571,rpoE-rseABC,ECK120009530,rseD-rpoE-rseABC,ECK125272736
3445,rseB,b2571,rseABC,ECK120009706,rseD-rpoE-rseABC,ECK125272736
3446,rseB,b2571,rseD-rpoE-rseABC,ECK120009733,rseD-rpoE-rseABC,ECK125272736
3447,rseB,b2571,rseD-rpoE-rseABC,ECK125240997,rseD-rpoE-rseABC,ECK125272736
3448,rseB,b2571,rseD-rpoE-rseABC,ECK125241000,rseD-rpoE-rseABC,ECK125272736
3449,rseB,b2571,rseD-rpoE-rseABC,ECK125241003,rseD-rpoE-rseABC,ECK125272736
3450,rseB,b2571,rpoE-rseABC,ECK125241006,rseD-rpoE-rseABC,ECK125272736
3451,rseA,b2572,rpoE-rseABC,ECK120009530,rseD-rpoE-rseABC,ECK125272736
3452,rseA,b2572,rseABC,ECK120009706,rseD-rpoE-rseABC,ECK125272736
3453,rseA,b2572,rseD-rpoE-rseABC,ECK120009733,rseD-rpoE-rseABC,ECK125272736
3454,rseA,b2572,rseD-rpoE-rseABC,ECK125240997,rseD-rpoE-rseABC,ECK125272736
3455,rseA,b2572,rseD-rpoE-rseABC,ECK125241000,rseD-rpoE-rseABC,ECK125272736
3456,rseA,b2572,rseD-rpoE-rseABC,ECK125241003,rseD-rpoE-rseABC,ECK125272736
3457,rseA,b2572,rpoE-rseABC,ECK125241006,rseD-rpoE-rseABC,ECK125272736
3458,rpoE,b2573,rpoE-rseABC,ECK120009530,rseD-rpoE-rseABC,ECK125272736
3459,rpoE,b2573,rseD-rpoE-rseABC,ECK120009733,rseD-rpoE-rseABC,ECK125272736
3460,rpoE,b2573,rseD-rpoE-rseABC,ECK125240997,rseD-rpoE-rseABC,ECK125272736
3461,rpoE,b2573,rseD-rpoE-rseABC,ECK125241000,rseD-rpoE-rseABC,ECK125272736
3462,rpoE,b2573,rseD-rpoE-rseABC,ECK125241003,rseD-rpoE-rseABC,ECK125272736
3463,rpoE,b2573,rpoE-rseABC,ECK125241006,rseD-rpoE-rseABC,ECK125272736
3464,nadB,b2574,nadB,ECK120009385,nadB,ECK120014740
3465,trmN,b2575,yfiC,ECK120021164,yfiC,ECK120023776
3466,srmB,b2576,srmB,ECK120020466,srmB,ECK120020977
3467,yfiE,b2577,yfiE,ECK120021165,yfiE,ECK120023777
3468,eamB,b2578,eamB,ECK120021167,eamB,ECK120030537
3469,grcA,b2579,grcA,ECK120008925,grcA,ECK125147434
3470,grcA,b2579,grcA,ECK125165934,grcA,ECK125147434
3471,ung,b2580,ung,ECK120009135,ung,ECK120015001
3472,yfiF,b2581,yfiF,ECK120021166,yfiF,ECK120023778
3473,trxC,b2582,trxC,ECK120010913,trxC,ECK120014451
3474,yfiP,b2583,yfiP-patZ,ECK120027356,yfiP-patZ,ECK125229256
3475,pka,b2584,yfiP-patZ,ECK120027356,yfiP-patZ,ECK125229256
3476,pka,b2584,patZ,ECK125140834,yfiP-patZ,ECK125229256
3477,pssA,b2585,pssA,ECK120027357,pssA,ECK120028550
3478,yfiM,b2586,yfiM,ECK120027358,yfiM,ECK120028551
3479,kgtP,b2587,kgtP,ECK120027359,kgtP,ECK120028552
3480,rrfG,b2588,rrsG-gltW-rrlG-rrfG,ECK120008932,rrsG-gltW-rrlG-rrfG,ECK120023957
3481,rrfG,b2588,rrsG-gltW-rrlG-rrfG,ECK120008933,rrsG-gltW-rrlG-rrfG,ECK120023957
3482,rrfG,b2588,rrfG,ECK120033748,rrsG-gltW-rrlG-rrfG,ECK120023957
3483,rrlG,b2589,rrsG-gltW-rrlG-rrfG,ECK120008932,rrsG-gltW-rrlG-rrfG,ECK120023957
3484,rrlG,b2589,rrsG-gltW-rrlG-rrfG,ECK120008933,rrsG-gltW-rrlG-rrfG,ECK120023957
3485,gltW,b2590,rrsG-gltW-rrlG-rrfG,ECK120008932,rrsG-gltW-rrlG-rrfG,ECK120023957
3486,gltW,b2590,rrsG-gltW-rrlG-rrfG,ECK120008933,rrsG-gltW-rrlG-rrfG,ECK120023957
3487,rrsG,b2591,rrsG-gltW-rrlG-rrfG,ECK120008932,rrsG-gltW-rrlG-rrfG,ECK120023957
3488,rrsG,b2591,rrsG-gltW-rrlG-rrfG,ECK120008933,rrsG-gltW-rrlG-rrfG,ECK120023957
3489,clpB,b2592,clpB,ECK120009606,clpB,ECK120014685
3490,ryfD,b4609,ryfD,ECK120032966,ryfD,ECK120033115
3491,rluD,b2594,rluD-pgeF,ECK120027360,rluD-pgeF,ECK125272756
3492,bamD,b2595,bamD,ECK120010950,bamD,ECK120034583
3493,bamD,b2595,bamD,ECK120016555,bamD,ECK120034583
3494,raiA,b2597,raiA,ECK120027362,raiA,ECK120030495
3495,pheL,b2598,pheLA,ECK120009159,pheLA,ECK120014612
3496,pheA,b2599,pheLA,ECK120009159,pheLA,ECK120014612
3497,tyrA,b2600,aroF-tyrA,ECK120009201,aroF-tyrA,ECK120015038
3498,aroF,b2601,aroF-tyrA,ECK120009201,aroF-tyrA,ECK120015038
3499,yfiL,b2602,yfiL,ECK120027363,yfiL,ECK120028555
3500,yfiR,b2603,yfiR-dgcN-yfiB,ECK120027364,yfiR-dgcN-yfiB,ECK125229257
3501,yfiR,b2603,yfiR-dgcN,ECK125095182,yfiR-dgcN-yfiB,ECK125229257
3502,yfiN,b2604,yfiR-dgcN-yfiB,ECK120027364,yfiR-dgcN-yfiB,ECK125229257
3503,yfiN,b2604,yfiR-dgcN,ECK125095182,yfiR-dgcN-yfiB,ECK125229257
3504,yfiB,b2605,yfiR-dgcN-yfiB,ECK120027364,yfiR-dgcN-yfiB,ECK125229257
3505,rplS,b2606,rpsP-rimM-trmD-rplS,ECK120009539,rpsP-rimM-trmD-rplS,ECK120014639
3506,trmD,b2607,rpsP-rimM-trmD-rplS,ECK120009539,rpsP-rimM-trmD-rplS,ECK120014639
3507,rimM,b2608,rpsP-rimM-trmD-rplS,ECK120009539,rpsP-rimM-trmD-rplS,ECK120014639
3508,rpsP,b2609,rpsP-rimM-trmD-rplS,ECK120009539,rpsP-rimM-trmD-rplS,ECK120014639
3509,ffh,b2610,ffh,ECK120027365,ffh,ECK120028557
3510,ypjD,b2611,ypjD,ECK120027366,ypjD,ECK120028558
3511,yfjD,b4461,yfjD,ECK120027367,yfjD,ECK120028559
3512,grpE,b2614,grpE,ECK120009597,grpE,ECK120014679
3513,nadK,b2615,nadK,ECK120027368,nadK,ECK120028560
3514,recN,b2616,recN,ECK120015766,recN,ECK120015934
3515,bamE,b2617,bamE,ECK120010926,bamE,ECK125135287
3516,ratB,b2618,ratA-yfjF,ECK120027370,ratA-yfjF,ECK125272720
3517,ratA,b2619,ratA-yfjF,ECK120027370,ratA-yfjF,ECK125272720
3518,smpB,b2620,smpB,ECK120027371,smpB,ECK120028562
3519,ssrA,b2621,ssrA,ECK125158012,ssrA,ECK120028563
3520,intA,b2622,intA,ECK120027373,intA,ECK120028564
3521,yfjH,b2623,yfjH,ECK120021168,yfjH,ECK120023780
3522,alpA,b2624,alpA,ECK120029326,alpA,ECK120029393
3523,yfjI,b2625,yfjI,ECK120027374,yfjI,ECK120028565
3524,yfjJ,b2626,yfjJ,ECK120027375,yfjJ,ECK120028566
3525,yfjM,b2629,yfjM,ECK120027377,yfjM,ECK120028568
3526,rnlA,b2630,rnlAB,ECK120030154,rnlAB,ECK125134987
3527,rnlA,b2630,rnlA,ECK120033567,rnlAB,ECK125134987
3528,rnlB,b2631,rnlB,ECK120016728,rnlAB,ECK125134987
3529,rnlB,b2631,rnlAB,ECK120030154,rnlAB,ECK125134987
3530,rnlB,b2631,rnlB,ECK125109147,rnlAB,ECK125134987
3531,yfjP,b2632,yfjPQ,ECK120027378,yfjPQ,ECK120028569
3532,yfjQ,b2633,yfjPQ,ECK120027378,yfjPQ,ECK120028569
3533,yfjR,b2634,yfjR-ypjK-yfjST,ECK120027379,yfjR-ypjK-yfjST,ECK120028570
3534,ypjK,b2635,yfjR-ypjK-yfjST,ECK120027379,yfjR-ypjK-yfjST,ECK120028570
3535,yfjS,b2636,yfjR-ypjK-yfjST,ECK120027379,yfjR-ypjK-yfjST,ECK120028570
3536,yfjT,b2637,yfjR-ypjK-yfjST,ECK120027379,yfjR-ypjK-yfjST,ECK120028570
3537,yfjU,b2638,ypjM_3-yfjU,ECK120027380,ypjM_3-yfjU,ECK125108703
3538,yfjW,b2642,yfjW,ECK120027382,yfjW,ECK120028572
3539,yfjX,b2643,yfjXY-ypjJ-yfjZ-ypjF,ECK120027383,yfjXY-ypjJ-yfjZ-ypjF,ECK120027980
3540,yfjY,b2644,yfjXY-ypjJ-yfjZ-ypjF,ECK120027383,yfjXY-ypjJ-yfjZ-ypjF,ECK120027980
3541,ypjJ,b4548,yfjXY-ypjJ-yfjZ-ypjF,ECK120027383,yfjXY-ypjJ-yfjZ-ypjF,ECK120027980
3542,yfjZ,b2645,yfjXY-ypjJ-yfjZ-ypjF,ECK120027383,yfjXY-ypjJ-yfjZ-ypjF,ECK120027980
3543,ypjF,b2646,yfjXY-ypjJ-yfjZ-ypjF,ECK120027383,yfjXY-ypjJ-yfjZ-ypjF,ECK120027980
3544,ypjA,b2647,ypjA,ECK120027384,ypjA,ECK120028573
3545,pinH,b2648,pinH,ECK120027385,pinH,ECK120028574
3546,ypjC,b2650,ypjC,ECK120027387,ypjC,ECK120028576
3547,ileY,b2652,ileY,ECK120027388,ileY,ECK120028577
3548,ygaQ,b4462,ygaQ,ECK120027389,ygaQ,ECK125235985
3549,csiD,b2659,csiD-lhgO-gabDTP,ECK120009012,csiD-lhgO-gabDTP,ECK120034589
3550,lhgO,b2660,csiD-lhgO-gabDTP,ECK120009012,csiD-lhgO-gabDTP,ECK120034589
3551,gabD,b2661,gabDTP,ECK120008961,csiD-lhgO-gabDTP,ECK120034589
3552,gabD,b2661,csiD-lhgO-gabDTP,ECK120009012,csiD-lhgO-gabDTP,ECK120034589
3553,gabD,b2661,gabDTP,ECK120009053,csiD-lhgO-gabDTP,ECK120034589
3554,gabT,b2662,gabDTP,ECK120008961,csiD-lhgO-gabDTP,ECK120034589
3555,gabT,b2662,csiD-lhgO-gabDTP,ECK120009012,csiD-lhgO-gabDTP,ECK120034589
3556,gabT,b2662,gabDTP,ECK120009053,csiD-lhgO-gabDTP,ECK120034589
3557,gabP,b2663,gabDTP,ECK120008961,csiD-lhgO-gabDTP,ECK120034589
3558,gabP,b2663,csiD-lhgO-gabDTP,ECK120009012,csiD-lhgO-gabDTP,ECK120034589
3559,gabP,b2663,gabDTP,ECK120009053,csiD-lhgO-gabDTP,ECK120034589
3560,csiR,b2664,csiR,ECK120030124,csiR,ECK120030601
3561,ygaU,b2665,kbp,ECK120027392,yqaE-kbp,ECK125242767
3562,ygaU,b2665,yqaE-kbp,ECK125230240,yqaE-kbp,ECK125242767
3563,yqaE,b2666,yqaE,ECK120027393,yqaE-kbp,ECK125242767
3564,yqaE,b2666,yqaE-kbp,ECK125230240,yqaE-kbp,ECK125242767
3565,ygaV,b2667,ygaVP,ECK120027394,ygaVP,ECK120028582
3566,ygaP,b2668,ygaVP,ECK120027394,ygaVP,ECK120028582
3567,stpA,b2669,stpA,ECK120009579,stpA,ECK120014669
3568,stpA,b2669,stpA,ECK120009580,stpA,ECK120014669
3569,stpA,b2669,stpA,ECK120009581,stpA,ECK120014669
3570,alaE,b2670,alaE,ECK120021169,alaE,ECK125135286
3571,ygaC,b2671,ygaC,ECK120010923,ygaC,ECK120014464
3572,ygaM,b2672,ygaM,ECK120027395,ygaM,ECK120028583
3573,nrdH,b2673,nrdHIEF,ECK120008916,nrdHIEF,ECK120014362
3574,nrdI,b2674,nrdHIEF,ECK120008916,nrdHIEF,ECK120014362
3575,nrdE,b2675,nrdHIEF,ECK120008916,nrdHIEF,ECK120014362
3576,nrdF,b2676,nrdHIEF,ECK120008916,nrdHIEF,ECK120014362
3577,proV,b2677,proVWX,ECK120009814,proVWX,ECK120014489
3578,proV,b2677,proVWX,ECK120009815,proVWX,ECK120014489
3579,proV,b2677,proVWX,ECK120009816,proVWX,ECK120014489
3580,proW,b2678,proVWX,ECK120009814,proVWX,ECK120014489
3581,proW,b2678,proVWX,ECK120009815,proVWX,ECK120014489
3582,proW,b2678,proVWX,ECK120009816,proVWX,ECK120014489
3583,proX,b2679,proVWX,ECK120009814,proVWX,ECK120014489
3584,proX,b2679,proVWX,ECK120009815,proVWX,ECK120014489
3585,proX,b2679,proVWX,ECK120009816,proVWX,ECK120014489
3586,ygaZ,b2682,ygaZH,ECK120027397,ygaZH,ECK120027982
3587,ygaH,b2683,ygaZH,ECK120027397,ygaZH,ECK120027982
3588,mprA,b2684,mprA-emrAB,ECK120009642,mprA-emrAB,ECK120029507
3589,emrA,b2685,mprA-emrAB,ECK120009642,mprA-emrAB,ECK120029507
3590,emrB,b2686,mprA-emrAB,ECK120009642,mprA-emrAB,ECK120029507
3591,luxS,b2687,luxS,ECK120021263,luxS,ECK120023629
3592,luxS,b2687,luxS,ECK125134702,luxS,ECK120023629
3593,micA,b4442,micA,ECK120020461,micA,ECK120030539
3594,gshA,b2688,gshA,ECK120027398,gshA,ECK120028585
3595,yqaA,b2689,yqaBA,ECK120027399,yqaBA,ECK120028586
3596,yqaB,b2690,yqaBA,ECK120027399,yqaBA,ECK120028586
3597,argQ,b2691,serV-argVYZQ,ECK120009697,serV-argVYZQ,ECK120014551
3598,argQ,b2691,argQ,ECK120033750,serV-argVYZQ,ECK120014551
3599,argZ,b2692,serV-argVYZQ,ECK120009697,serV-argVYZQ,ECK120014551
3600,argY,b2693,serV-argVYZQ,ECK120009697,serV-argVYZQ,ECK120014551
3601,argV,b2694,serV-argVYZQ,ECK120009697,serV-argVYZQ,ECK120014551
3602,serV,b2695,serV-argVYZQ,ECK120009697,serV-argVYZQ,ECK120014551
3603,csrA,b2696,csrA,ECK120027400,csrA,ECK120028587
3604,csrA,b2696,csrA,ECK125136341,csrA,ECK120028587
3605,csrA,b2696,csrA,ECK125136342,csrA,ECK120028587
3606,csrA,b2696,csrA,ECK125136343,csrA,ECK120028587
3607,csrA,b2696,csrA,ECK125138146,csrA,ECK120028587
3608,alaS,b2697,alaS,ECK120011073,alaS,ECK120014978
3609,recX,b2698,recAX,ECK120009035,recAX,ECK120014875
3610,recA,b2699,recAX,ECK120009035,recAX,ECK120014875
3611,recA,b2699,recA,ECK120009255,recAX,ECK120014875
3612,pncC,b2700,pncC,ECK120027402,pncC,ECK125141418
3613,mltB,b2701,mltB,ECK120027403,mltB,ECK120028588
3614,srlA,b2702,srlAEBD-gutM-srlR-gutQ,ECK120009325,srlAEBD-gutM-srlR-gutQ,ECK120015023
3615,srlE,b2703,srlAEBD-gutM-srlR-gutQ,ECK120009325,srlAEBD-gutM-srlR-gutQ,ECK120015023
3616,srlB,b2704,srlAEBD-gutM-srlR-gutQ,ECK120009325,srlAEBD-gutM-srlR-gutQ,ECK120015023
3617,srlD,b2705,srlAEBD-gutM-srlR-gutQ,ECK120009325,srlAEBD-gutM-srlR-gutQ,ECK120015023
3618,srlM,b2706,srlAEBD-gutM-srlR-gutQ,ECK120009325,srlAEBD-gutM-srlR-gutQ,ECK120015023
3619,srlR,b2707,srlAEBD-gutM-srlR-gutQ,ECK120009325,srlAEBD-gutM-srlR-gutQ,ECK120015023
3620,srlR,b2707,srlR,ECK120011117,srlAEBD-gutM-srlR-gutQ,ECK120015023
3621,srlQ,b2708,srlAEBD-gutM-srlR-gutQ,ECK120009325,srlAEBD-gutM-srlR-gutQ,ECK120015023
3622,norR,b2709,norR,ECK120021230,norR,ECK120011939
3623,norR,b2709,norR,ECK120029470,norR,ECK120011939
3624,norV,b2710,norVW,ECK120009024,norVW,ECK120015082
3625,norW,b2711,norVW,ECK120009024,norVW,ECK120015082
3626,hypF,b2712,hydN-hypF,ECK120009764,hydN-hypF,ECK120014592
3627,hypF,b2712,hypF,ECK120030638,hydN-hypF,ECK120014592
3628,hypF,b2712,hypF,ECK120030639,hydN-hypF,ECK120014592
3629,hypF,b2712,hypF,ECK120030640,hydN-hypF,ECK120014592
3630,hydN,b2713,hydN-hypF,ECK120009764,hydN-hypF,ECK120014592
3631,ascG,b2714,ascG,ECK120009432,ascG,ECK120026319
3632,ascF,b2715,ascFB,ECK120009431,ascFB,ECK120014780
3633,ascB,b2716,ascFB,ECK120009431,ascFB,ECK120014780
3634,ascB,b2716,ascB,ECK125203404,ascFB,ECK120014780
3635,hycI,b2717,hycABCDEFGHI,ECK120009344,hycABCDEFGHI,ECK120015853
3636,hycH,b2718,hycABCDEFGHI,ECK120009344,hycABCDEFGHI,ECK120015853
3637,hycG,b2719,hycABCDEFGHI,ECK120009344,hycABCDEFGHI,ECK120015853
3638,hycF,b2720,hycABCDEFGHI,ECK120009344,hycABCDEFGHI,ECK120015853
3639,hycE,b2721,hycABCDEFGHI,ECK120009344,hycABCDEFGHI,ECK120015853
3640,hycD,b2722,hycABCDEFGHI,ECK120009344,hycABCDEFGHI,ECK120015853
3641,hycC,b2723,hycABCDEFGHI,ECK120009344,hycABCDEFGHI,ECK120015853
3642,hycB,b2724,hycABCDEFGHI,ECK120009344,hycABCDEFGHI,ECK120015853
3643,hycA,b2725,hycABCDEFGHI,ECK120009344,hycABCDEFGHI,ECK120015853
3644,hypA,b2726,hypABCDE,ECK120009345,hypABCDE-fhlA,ECK120016634
3645,hypA,b2726,hypABCDE-fhlA,ECK120016221,hypABCDE-fhlA,ECK120016634
3646,hypB,b2727,hypABCDE,ECK120009345,hypABCDE-fhlA,ECK120016634
3647,hypB,b2727,hypBCDE,ECK120009609,hypABCDE-fhlA,ECK120016634
3648,hypB,b2727,hypABCDE-fhlA,ECK120016221,hypABCDE-fhlA,ECK120016634
3649,hypB,b2727,hypBCDE-fhlA,ECK120016222,hypABCDE-fhlA,ECK120016634
3650,hypC,b2728,hypABCDE,ECK120009345,hypABCDE-fhlA,ECK120016634
3651,hypC,b2728,hypBCDE,ECK120009609,hypABCDE-fhlA,ECK120016634
3652,hypC,b2728,hypABCDE-fhlA,ECK120016221,hypABCDE-fhlA,ECK120016634
3653,hypC,b2728,hypBCDE-fhlA,ECK120016222,hypABCDE-fhlA,ECK120016634
3654,hypD,b2729,hypABCDE,ECK120009345,hypABCDE-fhlA,ECK120016634
3655,hypD,b2729,hypBCDE,ECK120009609,hypABCDE-fhlA,ECK120016634
3656,hypD,b2729,hypABCDE-fhlA,ECK120016221,hypABCDE-fhlA,ECK120016634
3657,hypD,b2729,hypBCDE-fhlA,ECK120016222,hypABCDE-fhlA,ECK120016634
3658,hypE,b2730,hypABCDE,ECK120009345,hypABCDE-fhlA,ECK120016634
3659,hypE,b2730,hypBCDE,ECK120009609,hypABCDE-fhlA,ECK120016634
3660,hypE,b2730,hypABCDE-fhlA,ECK120016221,hypABCDE-fhlA,ECK120016634
3661,hypE,b2730,hypBCDE-fhlA,ECK120016222,hypABCDE-fhlA,ECK120016634
3662,fhlA,b2731,hypABCDE-fhlA,ECK120016221,hypABCDE-fhlA,ECK120016634
3663,fhlA,b2731,hypBCDE-fhlA,ECK120016222,hypABCDE-fhlA,ECK120016634
3664,ygbA,b2732,ygbA,ECK120016778,ygbA,ECK120016783
3665,mutS,b2733,mutS,ECK120009818,mutS,ECK120014491
3666,pphB,b2734,pphB,ECK120027404,pphB,ECK120028589
3667,ygbI,b2735,ygbI,ECK120021170,ygbI,ECK120023782
3668,ygbJ,b2736,ygbJK,ECK120027405,ygbJK,ECK120028590
3669,ygbK,b2737,ygbJK,ECK120027405,ygbJK,ECK120028590
3670,ygbK,b2737,ygbK,ECK120029601,ygbJK,ECK120028590
3671,ygbL,b2738,ygbLM,ECK120027406,ygbLM,ECK120028591
3672,ygbM,b2739,ygbLM,ECK120027406,ygbLM,ECK120028591
3673,ygbN,b2740,ygbN,ECK120027407,ygbN,ECK120027984
3674,rpoS,b2741,nlpD-rpoS,ECK120009497,nlpD-rpoS,ECK120014694
3675,rpoS,b2741,nlpD-rpoS,ECK120009625,nlpD-rpoS,ECK120014694
3676,rpoS,b2741,rpoS,ECK120009626,nlpD-rpoS,ECK120014694
3677,rpoS,b2741,rpoS,ECK120034158,nlpD-rpoS,ECK120014694
3678,rpoS,b2741,rpoS,ECK120034159,nlpD-rpoS,ECK120014694
3679,rpoS,b2741,rpoS,ECK120034160,nlpD-rpoS,ECK120014694
3680,rpoS,b2741,rpoS,ECK120034161,nlpD-rpoS,ECK120014694
3681,nlpD,b2742,nlpD-rpoS,ECK120009497,nlpD-rpoS,ECK120014694
3682,nlpD,b2742,nlpD-rpoS,ECK120009625,nlpD-rpoS,ECK120014694
3683,pcm,b2743,umpG-pcm,ECK120009551,umpG-pcm,ECK125162055
3684,umpG,b2744,umpG-pcm,ECK120009551,umpG-pcm,ECK125162055
3685,truD,b2745,truD,ECK120030143,truD,ECK120030617
3686,ispF,b2746,ispDF,ECK120030142,ispDF,ECK120030616
3687,ispD,b2747,ispDF,ECK120030142,ispDF,ECK120030616
3688,ftsB,b2748,ftsB,ECK120030141,ftsB,ECK120030615
3689,ygbE,b2749,ygbE,ECK120027408,ygbE,ECK120028592
3690,cysC,b2750,cysDNC,ECK120009337,cysDNC,ECK120014943
3691,cysN,b2751,cysDNC,ECK120009337,cysDNC,ECK120014943
3692,cysD,b2752,cysDNC,ECK120009337,cysDNC,ECK120014943
3693,iap,b2753,iap,ECK120021225,iap,ECK120023676
3694,ygbF,b2754,casABCDE12,ECK120027409,casABCDE12,ECK125095154
3695,ygbF,b2754,cas2,ECK120033558,casABCDE12,ECK125095154
3696,ygbF,b2754,casDE12,ECK120033600,casABCDE12,ECK125095154
3697,ygbT,b2755,casABCDE12,ECK120027409,casABCDE12,ECK125095154
3698,ygbT,b2755,casDE12,ECK120033600,casABCDE12,ECK125095154
3699,casE,b2756,casABCDE12,ECK120027409,casABCDE12,ECK125095154
3700,casE,b2756,casDE12,ECK120033600,casABCDE12,ECK125095154
3701,casD,b2757,casABCDE12,ECK120027409,casABCDE12,ECK125095154
3702,casD,b2757,casDE12,ECK120033600,casABCDE12,ECK125095154
3703,casC,b2758,casABCDE12,ECK120027409,casABCDE12,ECK125095154
3704,casB,b2759,casABCDE12,ECK120027409,casABCDE12,ECK125095154
3705,casA,b2760,casABCDE12,ECK120027409,casABCDE12,ECK125095154
3706,ygcB,b2761,cas3,ECK120027410,cas3,ECK125095155
3707,cysH,b2762,cysJIH,ECK120009271,cysJIH,ECK120014889
3708,cysH,b2762,cysH,ECK120033749,cysJIH,ECK120014889
3709,cysI,b2763,cysJIH,ECK120009271,cysJIH,ECK120014889
3710,cysJ,b2764,cysJIH,ECK120009271,cysJIH,ECK120014889
