,b0167,b0447,b0462,b0463,b0684,b0950,b0951,b0952,b1277,b1377,b2159,b2237,b2895,b3035,b3160,b3924
p1k_00437,2.0905018076092623,1.5253942714973183,1.3503320886236738,0.734704196029571,1.720199964816914,1.2630872478714723,1.4164296584756328,1.2549936808514472,1.665344957053841,0.6893622954554119,1.9394658061925407,0.8798510930419452,1.8516443508807447,2.2884259634833093,2.880521450154596,2.030553835867652
p1k_00374,3.115795642983547,3.435424303626861,1.8319380262586336,1.394699341232818,1.4931205313004636,4.614418308564864,3.9011160458266634,3.704534806780437,1.5366592639905523,0.4827748304586588,2.039112463323569,0.5493100130461248,1.4652376930888746,1.8198901927896556,1.4135414366619188,1.5820622594340932
p1k_00444,3.134412642670312,1.3993113458850792,2.342858001571177,2.0355353162548666,2.192741022263111,1.1798622969548795,1.592330279906019,2.0295878021602745,1.660921540299359,0.9908278992915048,3.28628067094479,0.9525159494773946,1.4799654002344396,3.4936740660752257,5.63260076549431,1.869521292824128
p1k_00782,4.113662277983105,1.6696742472465296,1.1808898056996595,0.7470893034580306,1.7860910945112487,1.3397545464766647,1.9239468888333264,1.867544543823581,1.647331879754777,0.4965199761615703,2.689585726914486,0.4937598480781155,1.588423048223232,2.5541565659186487,3.121192464595045,1.7843505879245791
p1k_00254,2.583886794369941,3.448932615352699,1.1728111207350251,0.6231603921518648,2.475089783883358,1.5454495527405192,1.7813175517638322,1.8531064151811336,1.874992068672202,0.944105938415857,2.754807023990082,1.021640347363611,1.9190001812789712,2.469955904152866,2.622303147903742,4.270810894232287
p1k_00209,4.708680978667083,1.797270990204724,1.7779224473596862,0.9974564299616508,1.5419267510391066,1.1727863041805704,1.57397845345259,1.7452944279178693,2.0679019461956973,0.5555465545691322,3.916822326128668,0.6279310889609259,1.6629985743282651,3.0833259831957758,3.292293908022318,3.152187933356393
p1k_00316,6.011818248589713,1.9861363904805227,2.3246561866604254,1.3111998143242285,1.877763118118387,1.230767520301013,1.501948752118053,1.7125190871318154,2.655500208923233,0.8416761976445877,4.080390558133542,0.6364036257685672,2.957002413160089,3.768335236210613,2.576576266953407,2.916167606432271
p1k_00163,3.492136945325199,1.91717344059244,1.8888245725498616,1.104364505486268,1.7326112102796916,1.232314510633509,1.5674756814993622,1.6462631870426994,1.8720997807376016,0.7610382389779389,2.474868825494989,0.720207167415288,1.5822356691511157,2.9353560442602094,3.8239700742209486,2.519994281333963
p1k_00065,3.5925127424362877,1.752537134659517,1.8913906585200708,1.0582289683419688,2.2666406618257144,1.8347004820160584,2.2689698357671584,1.9059676478160543,0.9863406193613578,0.577248006178375,6.527632285037868,0.7335755831908771,0.578639827907912,5.92290201718571,18.95115809200793,3.242282626928733
p1k_00447,2.770636504403553,1.116848209537062,2.040207697990704,1.9517723729928016,2.031345899327148,1.1268665238021136,1.4730728324185929,1.6436061352654388,1.7009611650360124,1.121523350416851,3.34456758488074,0.7911860039634863,1.536564745978774,3.077661697930425,1.499015177959728,1.6525098519086343
p1k_00115,8.042180763478035,2.1703045673793344,2.310918986631738,1.4130772532152611,1.779729917442372,0.6937338647591236,1.479141726749343,1.2630057725267567,1.9929845040883531,0.7577723977648443,3.831861759818023,0.4793254302634309,1.2368458179372823,5.644606301379688,1.5548047109499952,3.475342209202718
p1k_00556,13.362273689968587,19.240932579061603,3.2841159618586837,2.775095800343234,5.832071289736096,3.8296609729968343,3.824626795860729,4.555548055322171,12.52377846745577,10.980266621750774,99.34651720422406,7.729267319561036,18.548845206522707,6.722012981481668,20.190198256134952,182.3229828825937
p1k_00817,3.794888842776983,1.34843517049464,1.99416628711878,2.125595223853235,2.372300126471763,1.1901504145166049,1.818150743211802,1.9442749346038075,2.352706061765121,0.7196190760941114,3.0175032662773837,0.9270557659769226,1.6113315434443345,3.3772755615810808,4.372297229703521,2.348556777379985
p1k_00835,4.151669610320607,7.818937981731661,3.114457005402575,3.816545129457177,8.79251720205368,3.114576329810941,3.301640534928048,3.004726914837587,5.013319334631239,0.2563963238212062,7.008497697811578,6.852887695902216,4.235117812467473,2.850826408890096,2.153631329874654,24.816576490523968
p1k_00738,5.282163483840675,2.200046343225275,1.846181747832349,1.0045250242510144,2.288739299296401,1.516621637385989,2.2658440368117554,2.1362951511131887,1.8136825459712065,0.6308189461210867,4.067629190715012,0.874167980411776,2.120172834631715,3.703060570707547,7.359263441422611,3.228371159111455
p1k_00902,3.8855741180394743,1.7750712997685838,3.286505839243255,1.9218322380846484,2.052600184352784,1.936349747195065,1.9467688317798504,3.2054956852277807,2.1631330669159685,1.591215569190552,2.371309962121817,1.5814891414764534,0.9542756902413256,2.85704854869218,4.930493210605401,2.0439725666000457
p1k_00480,0.9333948955939348,3.232180013400453,0.609086627901419,0.9605535180758852,1.036431751542665,1.5391195249826255,0.9359762013357936,1.1799254080942736,2.548480937381992,1.3015540309163385,1.6595855692983184,1.2725294124515651,3.100679518323989,1.321418143620269,1.3976942295572607,1.413875990781528
p1k_00557,13.23190590156002,22.46897874664808,2.402168130498884,2.3974078754512407,5.528098817733699,3.444718650790457,3.7372265171494368,5.661766741092673,14.055806727882244,4.853692937038294,82.99620850736649,6.751546380533681,20.8318593340218,5.465188837026308,14.471316399155729,211.09368394916436
p1k_00392,6.201502688493392,2.960839313954454,1.661280166976086,1.0571799195221467,2.0762149595417005,2.840791557317184,3.974649180518471,3.927256473977465,1.5558513918274726,2.4830081175419547,4.850117936538116,0.7925199986965601,1.7669982680586107,2.904731047099649,1.9429120894396668,2.802850462397206
p1k_00505,1.183986216557002,3.8358689912129984,0.8608852566197406,1.1028789593529786,1.2916959216332868,1.2990652877830544,0.8920953031589153,1.119034860236773,2.76888618491757,1.4091816259415055,2.260152110325558,1.4370858697064155,3.0337933322613,1.4346209309292075,1.9886152393139325,1.7018926211432428
p1k_00459,2.037092672787499,4.523079883108192,1.0524155347499689,1.0727467321231932,1.2020592192256814,2.9191255827013856,2.155984605249112,3.250467239956828,0.8078283689403944,0.6963906393628154,1.888584346323548,0.7465636009649026,0.6968225010716194,3.171606021280565,4.056798916115419,1.427393672020058
p1k_00638,5.341459882026579,3.416693496831148,2.1227057236610114,1.3859346486141348,2.9308991054224056,1.6444723156020993,2.14125737989584,2.036236237535548,2.698131476968212,0.996105054752528,4.004818302982905,0.8258939441300773,2.143966265656985,3.658870880726551,4.753770743053789,2.367964932055944
p1k_00321,4.769304130324845,1.7221710790062086,2.2153736037776883,1.7026591298572658,2.6291404616604983,1.1793160914086545,1.689766552481351,1.8144970067828088,1.8522028490503064,0.6025205304310755,4.199693150550481,0.5078282658977231,2.306933831856708,3.469649706815995,2.2056038642136957,2.3812819239459544
p1k_00473,3.421878254783288,1.981913087910884,1.89820437408507,1.7198022629373488,2.085829093867145,1.75262756286914,2.2276853845454294,2.5831018855250134,1.547802298271673,0.6479309071671323,4.355361640319516,1.015914767685255,1.4093858167655433,3.160645191183763,7.858905243609304,2.64117404523331
p1k_00656,4.07266097601505,2.996148352911749,1.9541816471608748,1.1626093314685415,2.5518212379355574,1.5487605843229897,1.8681125596848311,1.768407539094651,2.573095297551602,1.0401216390655124,2.622174919220721,0.5872139355581861,2.1589628323158365,3.192301484608016,2.0822730216466563,1.7359944876922768
p1k_01019,4.625898115233738,2.014865803377843,2.076017976734577,1.2449722416557727,2.516043301440454,1.7098378884777112,1.832415834241859,0.904718522345462,1.5881121711163135,0.3528225140081033,3.97278781347898,0.3643964003042237,1.3835615016019658,5.066237084453043,4.55311194105814,2.6896629412288826
p1k_00071,4.74134606634586,2.0305586031973744,1.938991040849044,1.2430456033894048,2.108974337093594,1.6285415017759446,2.080453852418626,1.3246950656970962,2.008544364661588,1.2899594311616964,2.949004609873768,0.6503108773838434,1.7618837770914972,4.026368094191382,6.281522576977184,2.3456952329573104
